Datetime,cross_cafe,cloud_cover,humidity,pressure,temp_mean_past1h,wind_max_per10min_past1h,sun_last1h_glob,hour,day_of_month,day_of_week,month,is_weekend
2018-01-02 00:00:00,0.0,0.0,94.0,989.0,4.0,4.3,0.0,0,2,1,1,0.0
2018-01-02 01:00:00,0.0,0.0,94.0,989.8,4.1,4.5,0.0,1,2,1,1,0.0
2018-01-02 02:00:00,0.0,0.0,95.0,990.1,3.9,4.0,0.0,2,2,1,1,0.0
2018-01-02 03:00:00,0.0,0.0,96.0,990.7,3.6,4.2,0.0,3,2,1,1,0.0
2018-01-02 04:00:00,0.0,0.0,97.0,991.4,3.5,4.3,0.0,4,2,1,1,0.0
2018-01-02 05:00:00,0.0,0.0,97.0,992.0,3.1,3.8,0.0,5,2,1,1,0.0
2018-01-02 06:00:00,0.0,0.0,99.0,992.7,2.4,3.2,0.0,6,2,1,1,0.0
2018-01-02 07:00:00,0.0,0.0,98.0,993.2,2.3,3.4,0.0,7,2,1,1,0.0
2018-01-02 08:00:00,1064.8,0.0,97.0,994.0,2.6,3.4,34.5,8,2,1,1,0.0
2018-01-02 09:00:00,1316.8,0.0,93.0,994.5,3.3,3.5,49.0,9,2,1,1,0.0
2018-01-02 10:00:00,654.4,0.0,91.0,994.9,4.2,3.8,44.5,10,2,1,1,0.0
2018-01-02 11:00:00,2688.8,0.0,88.0,995.4,5.0,4.1,45.0,11,2,1,1,0.0
2018-01-02 12:00:00,3091.0,0.0,86.0,995.7,5.4,3.7,56.0,12,2,1,1,0.0
2018-01-02 13:00:00,5488.6,0.0,90.0,995.9,5.2,3.7,33.0,13,2,1,1,0.0
2018-01-02 14:00:00,2280.0,0.0,92.0,995.9,4.6,3.0,17.5,14,2,1,1,0.0
2018-01-02 15:00:00,3539.8,0.0,92.0,995.9,3.5,3.2,0.0,15,2,1,1,0.0
2018-01-02 16:00:00,1004.8,0.0,94.0,995.9,3.5,4.2,0.0,16,2,1,1,0.0
2018-01-02 17:00:00,1110.4,0.0,94.0,995.5,3.6,4.7,0.0,17,2,1,1,0.0
2018-01-02 18:00:00,1212.0,0.0,95.0,995.0,3.2,4.4,0.0,18,2,1,1,0.0
2018-01-02 19:00:00,380.8,0.0,97.0,994.5,2.9,3.9,0.0,19,2,1,1,0.0
2018-01-02 20:00:00,262.4,0.0,97.0,993.9,3.0,4.4,0.0,20,2,1,1,0.0
2018-01-02 21:00:00,394.4,0.0,96.0,992.7,3.5,4.6,0.0,21,2,1,1,0.0
2018-01-02 22:00:00,172.8,0.0,95.0,991.2,3.7,5.2,0.0,22,2,1,1,0.0
2018-01-02 23:00:00,0.0,0.0,95.0,989.3,3.6,6.3,0.0,23,2,1,1,0.0
2018-01-03 00:00:00,0.0,0.0,95.0,986.8,3.5,6.9,0.0,0,3,2,1,0.0
2018-01-03 01:00:00,0.0,0.0,95.0,984.5,3.5,8.2,0.0,1,3,2,1,0.0
2018-01-03 02:00:00,0.0,0.0,97.0,981.9,3.3,9.2,0.0,2,3,2,1,0.0
2018-01-03 03:00:00,0.0,0.0,94.0,978.9,3.0,11.0,0.0,3,3,2,1,0.0
2018-01-03 04:00:00,0.0,0.0,96.0,976.4,2.6,11.3,0.0,4,3,2,1,0.0
2018-01-03 05:00:00,0.0,0.0,95.0,974.3,2.4,11.9,0.0,5,3,2,1,0.0
2018-01-03 06:00:00,0.0,0.0,97.0,972.4,1.6,12.0,0.0,6,3,2,1,0.0
2018-01-03 07:00:00,0.0,0.0,99.0,971.1,0.7,9.4,0.0,7,3,2,1,0.0
2018-01-03 08:00:00,1000.0,0.0,99.0,969.7,0.3,9.4,0.0,8,3,2,1,0.0
2018-01-03 09:00:00,1840.8,0.0,99.0,969.2,0.1,5.0,0.0,9,3,2,1,0.0
2018-01-03 10:00:00,907.2,0.0,99.0,968.6,0.6,5.5,0.0,10,3,2,1,0.0
2018-01-03 11:00:00,1054.4,0.0,100.0,968.4,1.6,3.9,0.0,11,3,2,1,0.0
2018-01-03 12:00:00,2714.8,0.0,100.0,968.6,2.1,1.7,0.0,12,3,2,1,0.0
2018-01-03 13:00:00,3552.8,0.0,100.0,969.1,2.8,1.6,46.0,13,3,2,1,0.0
2018-01-03 14:00:00,2176.8,0.0,100.0,969.8,3.2,2.1,18.5,14,3,2,1,0.0
2018-01-03 15:00:00,2020.0,0.0,99.0,970.5,3.4,2.4,0.0,15,3,2,1,0.0
2018-01-03 16:00:00,1588.0,0.0,97.0,971.2,3.6,3.0,0.0,16,3,2,1,0.0
2018-01-03 17:00:00,1023.2,0.0,98.0,972.0,3.5,3.3,0.0,17,3,2,1,0.0
2018-01-03 18:00:00,2396.0,0.0,98.0,972.7,3.3,3.2,0.0,18,3,2,1,0.0
2018-01-03 19:00:00,588.8,0.0,98.0,973.0,3.1,3.1,0.0,19,3,2,1,0.0
2018-01-03 20:00:00,916.8,0.0,98.0,973.1,3.1,2.9,0.0,20,3,2,1,0.0
2018-01-03 21:00:00,771.2,0.0,99.0,973.7,2.8,2.6,0.0,21,3,2,1,0.0
2018-01-03 22:00:00,116.0,0.0,100.0,974.1,2.6,2.3,0.0,22,3,2,1,0.0
2018-01-03 23:00:00,0.0,0.0,100.0,974.5,2.7,1.5,0.0,23,3,2,1,0.0
2018-01-04 00:00:00,0.0,0.0,100.0,975.7,2.2,4.3,0.0,0,4,3,1,0.0
2018-01-04 01:00:00,0.0,0.0,100.0,976.4,-0.1,3.5,0.0,1,4,3,1,0.0
2018-01-04 02:00:00,0.0,0.0,100.0,976.9,0.1,4.0,0.0,2,4,3,1,0.0
2018-01-04 03:00:00,0.0,0.0,100.0,977.7,1.0,3.1,0.0,3,4,3,1,0.0
2018-01-04 04:00:00,0.0,0.0,99.0,978.4,1.6,3.1,0.0,4,4,3,1,0.0
2018-01-04 05:00:00,0.0,0.0,98.0,978.9,2.1,3.5,0.0,5,4,3,1,0.0
2018-01-04 06:00:00,0.0,0.0,97.0,979.2,2.4,3.8,0.0,6,4,3,1,0.0
2018-01-04 07:00:00,163.2,0.0,95.0,979.9,2.4,4.0,0.0,7,4,3,1,0.0
2018-01-04 08:00:00,1452.8,0.0,93.0,980.5,2.5,3.8,4.5,8,4,3,1,0.0
2018-01-04 09:00:00,803.2,0.0,92.0,980.8,2.7,4.7,57.0,9,4,3,1,0.0
2018-01-04 10:00:00,620.8,0.0,87.0,980.5,3.2,5.6,60.0,10,4,3,1,0.0
2018-01-04 11:00:00,1592.0,0.0,85.0,980.6,3.4,5.4,55.0,11,4,3,1,0.0
2018-01-04 12:00:00,3502.2,0.0,86.0,980.6,3.4,5.6,44.0,12,4,3,1,0.0
2018-01-04 13:00:00,3378.4,0.0,85.0,980.6,3.4,4.9,46.5,13,4,3,1,0.0
2018-01-04 14:00:00,2908.0,0.0,90.0,980.5,3.1,5.1,18.5,14,4,3,1,0.0
2018-01-04 15:00:00,2000.0,0.0,94.0,980.4,2.7,4.6,0.0,15,4,3,1,0.0
2018-01-04 16:00:00,392.8,0.0,95.0,980.4,2.6,4.4,0.0,16,4,3,1,0.0
2018-01-04 17:00:00,2656.8,0.0,97.0,980.1,2.5,3.5,0.0,17,4,3,1,0.0
2018-01-04 18:00:00,2766.4,0.0,97.0,979.6,2.4,2.4,0.0,18,4,3,1,0.0
2018-01-04 19:00:00,962.4,0.0,98.0,979.7,2.3,1.8,0.0,19,4,3,1,0.0
2018-01-04 20:00:00,1178.4,0.0,97.0,979.7,2.2,2.2,0.0,20,4,3,1,0.0
2018-01-04 21:00:00,406.4,0.0,98.0,979.4,2.1,1.5,0.0,21,4,3,1,0.0
2018-01-04 22:00:00,0.0,0.0,98.0,979.1,2.0,0.8,0.0,22,4,3,1,0.0
2018-01-04 23:00:00,2534.4,0.0,98.0,978.7,1.8,1.1,0.0,23,4,3,1,0.0
2018-01-05 00:00:00,560.8,0.0,99.0,978.6,1.8,1.2,0.0,0,5,4,1,0.0
2018-01-05 01:00:00,0.0,0.0,99.0,978.4,1.9,1.4,0.0,1,5,4,1,0.0
2018-01-05 02:00:00,0.0,0.0,98.0,978.3,2.0,2.6,0.0,2,5,4,1,0.0
2018-01-05 03:00:00,0.0,0.0,97.0,978.5,2.1,3.0,0.0,3,5,4,1,0.0
2018-01-05 04:00:00,0.0,0.0,97.0,979.3,2.1,1.9,0.0,4,5,4,1,0.0
2018-01-05 05:00:00,0.0,0.0,98.0,979.8,2.1,3.1,0.0,5,5,4,1,0.0
2018-01-05 06:00:00,0.0,0.0,99.0,980.7,2.0,1.8,0.0,6,5,4,1,0.0
2018-01-05 07:00:00,281.6,0.0,96.0,981.5,1.6,2.2,0.0,7,5,4,1,0.0
2018-01-05 08:00:00,1528.8,0.0,94.0,982.3,1.4,2.2,0.0,8,5,4,1,0.0
2018-01-05 09:00:00,557.6,0.0,92.0,983.3,1.7,2.8,0.0,9,5,4,1,0.0
2018-01-05 10:00:00,1824.8,0.0,89.0,984.1,1.8,2.5,0.0,10,5,4,1,0.0
2018-01-05 11:00:00,2080.8,0.0,83.0,984.7,1.9,2.6,0.0,11,5,4,1,0.0
2018-01-05 12:00:00,4491.2,0.0,82.0,985.5,2.0,3.0,16.0,12,5,4,1,0.0
2018-01-05 13:00:00,3939.2,0.0,89.0,986.3,1.9,2.6,0.0,13,5,4,1,0.0
2018-01-05 14:00:00,2658.0,0.0,89.0,986.9,2.0,2.3,0.0,14,5,4,1,0.0
2018-01-05 15:00:00,3014.4,0.0,87.0,987.3,1.9,2.7,0.0,15,5,4,1,0.0
2018-01-05 16:00:00,2072.0,0.0,93.0,988.2,1.3,2.7,0.0,16,5,4,1,0.0
2018-01-05 17:00:00,3510.4,0.0,93.0,988.9,0.7,1.8,0.0,17,5,4,1,0.0
2018-01-05 18:00:00,4126.16,0.0,95.0,989.8,1.3,2.1,0.0,18,5,4,1,0.0
2018-01-05 19:00:00,4054.4,0.0,95.0,990.3,1.6,2.3,0.0,19,5,4,1,0.0
2018-01-05 20:00:00,3816.0,0.0,96.0,990.7,1.2,1.5,0.0,20,5,4,1,0.0
2018-01-05 21:00:00,4740.8,0.0,98.0,991.2,0.0,1.8,0.0,21,5,4,1,0.0
2018-01-05 22:00:00,1810.4,0.0,99.0,992.0,-0.7,2.1,0.0,22,5,4,1,0.0
2018-01-05 23:00:00,2191.2,0.0,100.0,992.4,-0.4,1.4,0.0,23,5,4,1,0.0
2018-01-06 00:00:00,628.0,0.0,100.0,992.9,-0.5,1.5,0.0,0,6,5,1,1.0
2018-01-06 01:00:00,0.0,0.0,100.0,993.3,-0.9,1.3,0.0,1,6,5,1,1.0
2018-01-06 02:00:00,0.0,0.0,100.0,993.8,-1.3,1.3,0.0,2,6,5,1,1.0
2018-01-06 03:00:00,0.0,0.0,100.0,994.3,-1.5,1.8,0.0,3,6,5,1,1.0
2018-01-06 04:00:00,0.0,0.0,100.0,994.8,-1.4,1.4,0.0,4,6,5,1,1.0
2018-01-06 05:00:00,0.0,0.0,100.0,995.7,-0.9,1.2,0.0,5,6,5,1,1.0
2018-01-06 06:00:00,0.0,0.0,100.0,996.4,-0.5,1.3,0.0,6,6,5,1,1.0
2018-01-06 07:00:00,259.2,0.0,100.0,997.6,-0.5,1.8,0.0,7,6,5,1,1.0
2018-01-06 08:00:00,1605.6,0.0,100.0,998.6,-0.2,2.6,0.0,8,6,5,1,1.0
2018-01-06 09:00:00,976.0,0.0,99.0,999.6,-0.1,2.8,0.0,9,6,5,1,1.0
2018-01-06 10:00:00,4378.2,0.0,92.0,1000.9,0.4,3.2,18.0,10,6,5,1,1.0
2018-01-06 11:00:00,7203.2,0.0,83.0,1001.9,0.7,3.8,39.0,11,6,5,1,1.0
2018-01-06 12:00:00,10743.2,0.0,80.0,1003.0,1.0,3.7,11.0,12,6,5,1,1.0
2018-01-06 13:00:00,10853.0,0.0,75.0,1004.6,0.9,3.9,58.0,13,6,5,1,1.0
2018-01-06 14:00:00,8467.2,0.0,80.0,1006.1,-0.1,3.7,21.5,14,6,5,1,1.0
2018-01-06 15:00:00,6055.2,0.0,81.0,1007.4,-1.0,3.1,0.0,15,6,5,1,1.0
2018-01-06 16:00:00,3200.8,0.0,85.0,1008.6,-1.4,2.7,0.0,16,6,5,1,1.0
2018-01-06 17:00:00,2526.4,0.0,86.0,1009.8,-1.5,3.2,0.0,17,6,5,1,1.0
2018-01-06 18:00:00,4700.6,0.0,84.0,1011.5,-1.7,3.0,0.0,18,6,5,1,1.0
2018-01-06 19:00:00,3835.0,0.0,85.0,1012.7,-2.2,2.5,0.0,19,6,5,1,1.0
2018-01-06 20:00:00,2753.6,0.0,85.0,1014.1,-2.3,2.9,0.0,20,6,5,1,1.0
2018-01-06 21:00:00,2959.2,0.0,85.0,1015.3,-2.6,2.3,0.0,21,6,5,1,1.0
2018-01-06 22:00:00,2228.8,0.0,84.0,1016.6,-2.9,2.6,0.0,22,6,5,1,1.0
2018-01-06 23:00:00,0.0,0.0,84.0,1017.6,-2.9,2.1,0.0,23,6,5,1,1.0
2018-01-07 00:00:00,0.0,0.0,92.0,1018.4,-3.7,2.4,0.0,0,7,6,1,1.0
2018-01-07 01:00:00,0.0,0.0,95.0,1019.2,-5.0,1.9,0.0,1,7,6,1,1.0
2018-01-07 02:00:00,0.0,0.0,94.0,1020.0,-5.9,1.7,0.0,2,7,6,1,1.0
2018-01-07 03:00:00,0.0,0.0,96.0,1020.7,-6.0,1.4,0.0,3,7,6,1,1.0
2018-01-07 04:00:00,0.0,0.0,96.0,1021.2,-6.5,1.4,0.0,4,7,6,1,1.0
2018-01-07 05:00:00,0.0,0.0,97.0,1022.3,-7.3,1.6,0.0,5,7,6,1,1.0
2018-01-07 06:00:00,0.0,0.0,95.0,1023.5,-6.4,1.8,0.0,6,7,6,1,1.0
2018-01-07 07:00:00,0.0,0.0,96.0,1024.4,-7.4,1.3,0.0,7,7,6,1,1.0
2018-01-07 08:00:00,397.6,0.0,95.0,1025.2,-6.9,1.3,39.5,8,7,6,1,1.0
2018-01-07 09:00:00,648.0,0.0,81.0,1025.6,-2.8,1.2,60.0,9,7,6,1,1.0
2018-01-07 10:00:00,1146.4,0.0,74.0,1025.6,-0.8,2.8,60.0,10,7,6,1,1.0
2018-01-07 11:00:00,1406.88,0.0,63.0,1025.6,0.1,3.8,60.0,11,7,6,1,1.0
2018-01-07 12:00:00,5003.8,0.0,67.0,1025.4,0.5,3.8,60.0,12,7,6,1,1.0
2018-01-07 13:00:00,3973.6,0.0,70.0,1025.8,0.8,3.9,60.0,13,7,6,1,1.0
2018-01-07 14:00:00,4039.2,0.0,75.0,1026.3,0.2,3.4,22.5,14,7,6,1,1.0
2018-01-07 15:00:00,4096.8,0.0,81.0,1026.8,-0.9,2.2,0.0,15,7,6,1,1.0
2018-01-07 16:00:00,3160.16,0.0,82.0,1026.7,-1.8,2.0,0.0,16,7,6,1,1.0
2018-01-07 17:00:00,1935.2,0.0,84.0,1026.9,-1.7,2.0,0.0,17,7,6,1,1.0
2018-01-07 18:00:00,842.4,0.0,88.0,1027.2,-2.2,2.1,0.0,18,7,6,1,1.0
2018-01-07 19:00:00,2247.71,0.0,91.0,1027.6,-2.6,1.7,0.0,19,7,6,1,1.0
2018-01-07 20:00:00,738.4,0.0,91.0,1027.9,-2.8,2.0,0.0,20,7,6,1,1.0
2018-01-07 21:00:00,105.6,0.0,94.0,1027.8,-3.1,2.0,0.0,21,7,6,1,1.0
2018-01-07 22:00:00,0.0,0.0,89.0,1028.2,-2.8,2.3,0.0,22,7,6,1,1.0
2018-01-07 23:00:00,0.0,0.0,90.0,1028.2,-2.3,2.8,0.0,23,7,6,1,1.0
2018-01-08 00:00:00,0.0,0.0,92.0,1028.1,-2.0,3.0,0.0,0,8,0,1,0.0
2018-01-08 01:00:00,0.0,0.0,92.0,1027.9,-2.3,2.8,0.0,1,8,0,1,0.0
2018-01-08 02:00:00,0.0,0.0,94.0,1027.7,-2.2,3.0,0.0,2,8,0,1,0.0
2018-01-08 03:00:00,0.0,0.0,93.0,1027.9,-2.6,2.5,0.0,3,8,0,1,0.0
2018-01-08 04:00:00,0.0,0.0,95.0,1028.1,-2.5,2.6,0.0,4,8,0,1,0.0
2018-01-08 05:00:00,0.0,0.0,94.0,1028.0,-2.7,2.7,0.0,5,8,0,1,0.0
2018-01-08 06:00:00,0.0,0.0,95.0,1028.4,-2.5,2.6,0.0,6,8,0,1,0.0
2018-01-08 07:00:00,0.0,0.0,96.0,1028.9,-2.6,2.7,0.0,7,8,0,1,0.0
2018-01-08 08:00:00,722.4,0.0,92.0,1029.2,-2.3,2.5,41.5,8,8,0,1,0.0
2018-01-08 09:00:00,670.4,0.0,86.0,1029.2,-1.3,2.0,60.0,9,8,0,1,0.0
2018-01-08 10:00:00,1066.4,0.0,84.0,1029.3,-0.1,1.8,60.0,10,8,0,1,0.0
2018-01-08 11:00:00,1280.0,0.0,80.0,1029.0,0.9,1.7,60.0,11,8,0,1,0.0
2018-01-08 12:00:00,1748.0,0.0,77.0,1028.4,1.8,1.6,60.0,12,8,0,1,0.0
2018-01-08 13:00:00,3637.6,0.0,74.0,1028.2,2.5,1.5,60.0,13,8,0,1,0.0
2018-01-08 14:00:00,1413.6,0.0,81.0,1028.2,1.7,1.2,23.5,14,8,0,1,0.0
2018-01-08 15:00:00,3543.8,0.0,94.0,1028.3,-1.6,1.1,0.0,15,8,0,1,0.0
2018-01-08 16:00:00,863.2,0.0,97.0,1028.4,-3.0,1.0,0.0,16,8,0,1,0.0
2018-01-08 17:00:00,1588.0,0.0,97.0,1028.4,-3.8,0.6,0.0,17,8,0,1,0.0
2018-01-08 18:00:00,1615.2,0.0,97.0,1028.3,-4.4,0.6,0.0,18,8,0,1,0.0
2018-01-08 19:00:00,2886.4,0.0,97.0,1028.2,-5.0,1.6,0.0,19,8,0,1,0.0
2018-01-08 20:00:00,1227.2,0.0,99.0,1027.4,-3.3,2.1,0.0,20,8,0,1,0.0
2018-01-08 21:00:00,0.0,0.0,100.0,1027.0,-2.1,2.4,0.0,21,8,0,1,0.0
2018-01-08 22:00:00,518.4,0.0,100.0,1026.8,-0.6,5.3,0.0,22,8,0,1,0.0
2018-01-08 23:00:00,0.0,0.0,100.0,1026.4,-0.5,5.8,0.0,23,8,0,1,0.0
2018-01-09 00:00:00,0.0,0.0,100.0,1025.7,-0.2,5.2,0.0,0,9,1,1,0.0
2018-01-09 01:00:00,0.0,0.0,97.0,1025.2,0.0,5.4,0.0,1,9,1,1,0.0
2018-01-09 02:00:00,0.0,0.0,95.0,1024.2,0.1,4.9,0.0,2,9,1,1,0.0
2018-01-09 03:00:00,0.0,0.0,95.0,1022.9,0.3,5.6,0.0,3,9,1,1,0.0
2018-01-09 04:00:00,0.0,0.0,95.0,1021.8,0.6,6.3,0.0,4,9,1,1,0.0
2018-01-09 05:00:00,0.0,0.0,95.0,1020.9,0.8,6.9,0.0,5,9,1,1,0.0
2018-01-09 06:00:00,0.0,0.0,94.0,1020.4,0.7,7.9,0.0,6,9,1,1,0.0
2018-01-09 07:00:00,289.6,0.0,94.0,1020.0,0.6,6.9,0.0,7,9,1,1,0.0
2018-01-09 08:00:00,1663.2,0.0,88.0,1019.4,1.0,6.3,42.5,8,9,1,1,0.0
2018-01-09 09:00:00,703.2,0.0,83.0,1017.8,1.6,6.5,60.0,9,9,1,1,0.0
2018-01-09 10:00:00,1741.4,0.0,79.0,1017.1,2.5,7.4,60.0,10,9,1,1,0.0
2018-01-09 11:00:00,3206.4,0.0,79.0,1015.6,2.9,8.1,51.0,11,9,1,1,0.0
2018-01-09 12:00:00,4092.0,0.0,79.0,1013.9,2.9,9.4,30.0,12,9,1,1,0.0
2018-01-09 13:00:00,2293.4,0.0,81.0,1012.6,2.7,9.1,60.0,13,9,1,1,0.0
2018-01-09 14:00:00,2431.0,0.0,72.0,1011.7,3.4,8.3,24.5,14,9,1,1,0.0
2018-01-09 15:00:00,1699.8,0.0,72.0,1011.2,3.6,8.7,0.0,15,9,1,1,0.0
2018-01-09 16:00:00,993.88,0.0,75.0,1010.5,3.6,9.1,0.0,16,9,1,1,0.0
2018-01-09 17:00:00,2730.4,0.0,78.0,1009.9,3.3,8.2,0.0,17,9,1,1,0.0
2018-01-09 18:00:00,2742.4,0.0,81.0,1009.1,3.1,6.4,0.0,18,9,1,1,0.0
2018-01-09 19:00:00,2410.4,0.0,81.0,1008.6,2.9,6.3,0.0,19,9,1,1,0.0
2018-01-09 20:00:00,3551.2,0.0,82.0,1008.1,3.0,6.3,0.0,20,9,1,1,0.0
2018-01-09 21:00:00,678.4,0.0,81.0,1007.9,2.9,5.9,0.0,21,9,1,1,0.0
2018-01-09 22:00:00,912.8,0.0,79.0,1007.7,2.7,5.3,0.0,22,9,1,1,0.0
2018-01-09 23:00:00,0.0,0.0,81.0,1007.1,3.0,5.0,0.0,23,9,1,1,0.0
2018-01-10 00:00:00,0.0,0.0,80.0,1006.9,3.1,5.4,0.0,0,10,2,1,0.0
2018-01-10 01:00:00,0.0,0.0,83.0,1006.3,3.0,5.8,0.0,1,10,2,1,0.0
2018-01-10 02:00:00,0.0,0.0,84.0,1006.0,2.8,5.1,0.0,2,10,2,1,0.0
2018-01-10 03:00:00,0.0,0.0,85.0,1005.7,2.7,5.3,0.0,3,10,2,1,0.0
2018-01-10 04:00:00,0.0,0.0,88.0,1005.8,2.5,4.6,0.0,4,10,2,1,0.0
2018-01-10 05:00:00,0.0,0.0,89.0,1005.6,2.4,5.1,0.0,5,10,2,1,0.0
2018-01-10 06:00:00,43.2,0.0,91.0,1005.4,2.2,4.3,0.0,6,10,2,1,0.0
2018-01-10 07:00:00,103.2,0.0,93.0,1005.5,2.2,3.9,0.0,7,10,2,1,0.0
2018-01-10 08:00:00,554.4,0.0,96.0,1005.7,2.0,4.0,0.0,8,10,2,1,0.0
2018-01-10 09:00:00,765.6,0.0,97.0,1005.9,1.8,3.6,0.0,9,10,2,1,0.0
2018-01-10 10:00:00,1078.4,0.0,99.0,1005.7,1.7,3.3,0.0,10,10,2,1,0.0
2018-01-10 11:00:00,1568.0,0.0,99.0,1005.5,1.7,3.1,0.0,11,10,2,1,0.0
2018-01-10 12:00:00,2569.6,0.0,100.0,1005.0,1.8,2.9,0.0,12,10,2,1,0.0
2018-01-10 13:00:00,2051.0,0.0,100.0,1005.2,1.9,3.4,29.5,13,10,2,1,0.0
2018-01-10 14:00:00,1717.6,0.0,100.0,1005.7,2.0,3.2,0.0,14,10,2,1,0.0
2018-01-10 15:00:00,624.8,0.0,100.0,1006.5,2.0,4.3,0.0,15,10,2,1,0.0
2018-01-10 16:00:00,2126.4,0.0,100.0,1006.8,1.9,3.8,0.0,16,10,2,1,0.0
2018-01-10 17:00:00,2408.0,0.0,100.0,1007.1,2.0,3.1,0.0,17,10,2,1,0.0
2018-01-10 18:00:00,3836.0,0.0,100.0,1007.4,1.9,3.6,0.0,18,10,2,1,0.0
2018-01-10 19:00:00,2536.8,0.0,100.0,1007.8,1.9,2.7,0.0,19,10,2,1,0.0
2018-01-10 20:00:00,328.8,0.0,100.0,1007.9,1.9,2.3,0.0,20,10,2,1,0.0
2018-01-10 21:00:00,529.6,0.0,100.0,1008.2,2.3,2.4,0.0,21,10,2,1,0.0
2018-01-10 22:00:00,246.4,0.0,100.0,1008.4,2.2,2.2,0.0,22,10,2,1,0.0
2018-01-10 23:00:00,2703.2,0.0,100.0,1008.7,2.2,2.1,0.0,23,10,2,1,0.0
2018-01-11 00:00:00,0.0,0.0,100.0,1009.1,2.4,2.5,0.0,0,11,3,1,0.0
2018-01-11 01:00:00,0.0,0.0,100.0,1009.3,2.4,2.4,0.0,1,11,3,1,0.0
2018-01-11 02:00:00,0.0,0.0,100.0,1009.5,2.6,2.9,0.0,2,11,3,1,0.0
2018-01-11 03:00:00,0.0,0.0,100.0,1009.8,2.6,3.3,0.0,3,11,3,1,0.0
2018-01-11 04:00:00,0.0,0.0,100.0,1010.0,2.6,2.7,0.0,4,11,3,1,0.0
2018-01-11 05:00:00,0.0,0.0,100.0,1010.6,2.5,2.0,0.0,5,11,3,1,0.0
2018-01-11 06:00:00,0.0,0.0,100.0,1011.3,2.5,1.7,0.0,6,11,3,1,0.0
2018-01-11 07:00:00,132.0,0.0,100.0,1012.1,2.6,2.0,0.0,7,11,3,1,0.0
2018-01-11 08:00:00,904.8,0.0,100.0,1012.8,2.8,2.1,0.0,8,11,3,1,0.0
2018-01-11 09:00:00,836.0,0.0,100.0,1013.5,3.0,2.4,0.0,9,11,3,1,0.0
2018-01-11 10:00:00,1208.0,0.0,100.0,1013.7,3.0,2.7,0.0,10,11,3,1,0.0
2018-01-11 11:00:00,2692.8,0.0,100.0,1014.0,3.1,2.7,0.0,11,11,3,1,0.0
2018-01-11 12:00:00,4496.0,0.0,100.0,1014.5,3.1,2.9,0.0,12,11,3,1,0.0
2018-01-11 13:00:00,4195.0,0.0,100.0,1014.8,3.0,3.9,0.0,13,11,3,1,0.0
2018-01-11 14:00:00,2261.6,0.0,100.0,1015.4,2.8,3.7,0.0,14,11,3,1,0.0
2018-01-11 15:00:00,992.0,0.0,100.0,1016.2,2.5,3.7,0.0,15,11,3,1,0.0
2018-01-11 16:00:00,486.0,0.0,100.0,1016.8,2.4,3.5,0.0,16,11,3,1,0.0
2018-01-11 17:00:00,1360.8,0.0,98.0,1017.2,2.4,3.9,0.0,17,11,3,1,0.0
2018-01-11 18:00:00,3752.8,0.0,95.0,1017.7,2.4,3.8,0.0,18,11,3,1,0.0
2018-01-11 19:00:00,2235.2,0.0,96.0,1018.1,2.4,3.2,0.0,19,11,3,1,0.0
2018-01-11 20:00:00,1487.2,0.0,92.0,1018.8,2.4,4.0,0.0,20,11,3,1,0.0
2018-01-11 21:00:00,2566.4,0.0,91.0,1019.4,2.3,4.4,0.0,21,11,3,1,0.0
2018-01-11 22:00:00,667.2,0.0,90.0,1020.1,2.2,5.3,0.0,22,11,3,1,0.0
2018-01-11 23:00:00,1783.2,0.0,87.0,1020.7,2.3,5.3,0.0,23,11,3,1,0.0
2018-01-12 00:00:00,262.4,0.0,85.0,1021.2,2.1,5.4,0.0,0,12,4,1,0.0
2018-01-12 01:00:00,0.0,0.0,81.0,1021.7,2.0,5.4,0.0,1,12,4,1,0.0
2018-01-12 02:00:00,0.0,0.0,80.0,1022.2,1.8,5.1,0.0,2,12,4,1,0.0
2018-01-12 03:00:00,0.0,0.0,80.0,1022.8,1.6,5.3,0.0,3,12,4,1,0.0
2018-01-12 04:00:00,0.0,0.0,83.0,1023.1,1.5,5.5,0.0,4,12,4,1,0.0
2018-01-12 05:00:00,0.0,0.0,81.0,1023.5,1.5,6.1,0.0,5,12,4,1,0.0
2018-01-12 06:00:00,0.0,0.0,81.0,1024.2,1.5,5.7,0.0,6,12,4,1,0.0
2018-01-12 07:00:00,505.6,0.0,82.0,1024.7,1.5,5.8,0.0,7,12,4,1,0.0
2018-01-12 08:00:00,945.6,0.0,79.0,1025.4,1.5,5.8,0.0,8,12,4,1,0.0
2018-01-12 09:00:00,1283.2,0.0,80.0,1026.0,1.6,5.4,0.0,9,12,4,1,0.0
2018-01-12 10:00:00,1207.2,0.0,78.0,1026.3,1.7,5.7,0.0,10,12,4,1,0.0
2018-01-12 11:00:00,2663.2,0.0,77.0,1026.3,1.6,5.4,0.0,11,12,4,1,0.0
2018-01-12 12:00:00,3636.6,0.0,77.0,1026.3,1.5,5.2,0.0,12,12,4,1,0.0
2018-01-12 13:00:00,7361.6,0.0,78.0,1026.5,1.6,5.5,0.0,13,12,4,1,0.0
2018-01-12 14:00:00,3717.6,0.0,77.0,1026.6,1.5,6.3,0.0,14,12,4,1,0.0
2018-01-12 15:00:00,1663.2,0.0,79.0,1027.1,1.5,6.5,0.0,15,12,4,1,0.0
