Datetime,cross_cafe,cloud_cover,humidity,precip_dur_past1h,precip_past1h,temp_dew,temp_dry,temp_max_past1h,temp_mean_past1h,temp_min_past1h,wind_dir,wind_max_per10min_past1h,wind_speed,wind_speed_past1h,sun_last1h_glob,hour,day_of_month,day_of_week,month,is_weekend
2018-01-02 00:00:00,0.0,0.0,94.0,0.0,0.0,3.0,3.9,4.2,4.0,3.7,236.0,4.3,3.9,4.0,0.0,0,2,1,1,0.0
2018-01-02 01:00:00,0.0,0.0,94.0,0.0,0.0,3.3,4.1,4.3,4.1,3.8,243.0,4.5,3.5,4.0,0.0,1,2,1,1,0.0
2018-01-02 02:00:00,0.0,0.0,95.0,0.0,0.0,2.9,3.5,4.2,3.9,3.5,237.0,4.0,3.9,3.7,0.0,2,2,1,1,0.0
2018-01-02 03:00:00,0.0,0.0,96.0,0.0,0.0,3.3,3.9,3.9,3.6,3.4,229.0,4.2,4.1,3.7,0.0,3,2,1,1,0.0
2018-01-02 04:00:00,0.0,0.0,97.0,0.0,0.0,2.7,3.1,3.9,3.5,3.0,239.0,4.3,3.0,3.6,0.0,4,2,1,1,0.0
2018-01-02 05:00:00,0.0,0.0,97.0,0.0,0.0,2.5,2.9,3.4,3.1,2.8,244.0,3.8,2.9,3.3,0.0,5,2,1,1,0.0
2018-01-02 06:00:00,0.0,0.0,99.0,0.0,0.0,1.8,2.0,3.0,2.4,1.7,236.0,3.2,2.8,2.8,0.0,6,2,1,1,0.0
2018-01-02 07:00:00,0.0,0.0,98.0,0.0,0.0,2.2,2.5,2.6,2.3,2.0,254.0,3.4,3.0,3.0,0.0,7,2,1,1,0.0
2018-01-02 08:00:00,1064.8,0.0,97.0,0.0,0.0,2.4,2.9,2.9,2.6,2.3,254.0,3.4,3.1,3.2,34.5,8,2,1,1,0.0
2018-01-02 09:00:00,1316.8,0.0,93.0,0.0,0.0,2.8,3.8,3.8,3.3,2.9,249.0,3.5,3.3,3.2,49.0,9,2,1,1,0.0
2018-01-02 10:00:00,654.4,0.0,91.0,0.0,0.0,3.2,4.6,4.7,4.2,3.7,253.0,3.8,3.4,3.5,44.5,10,2,1,1,0.0
2018-01-02 11:00:00,2688.8,0.0,88.0,0.0,0.0,3.3,5.1,5.2,5.0,4.5,246.0,4.1,3.4,3.5,45.0,11,2,1,1,0.0
2018-01-02 12:00:00,3091.0,0.0,86.0,0.0,0.0,3.4,5.6,5.6,5.4,5.1,243.0,3.7,3.2,3.2,56.0,12,2,1,1,0.0
2018-01-02 13:00:00,5488.6,0.0,90.0,0.0,0.0,3.4,5.0,5.6,5.2,4.7,244.0,3.7,3.0,3.2,33.0,13,2,1,1,0.0
2018-01-02 14:00:00,2280.0,0.0,92.0,0.0,0.0,3.0,4.2,5.0,4.6,4.1,229.0,3.0,3.0,2.7,17.5,14,2,1,1,0.0
2018-01-02 15:00:00,3539.8,0.0,92.0,0.0,0.0,2.0,3.2,4.3,3.5,2.9,220.0,3.2,2.3,2.4,0.0,15,2,1,1,0.0
2018-01-02 16:00:00,1004.8,0.0,94.0,0.0,0.0,3.0,3.8,3.8,3.5,2.8,205.0,4.2,4.2,3.5,0.0,16,2,1,1,0.0
2018-01-02 17:00:00,1110.4,0.0,94.0,0.0,0.0,2.4,3.3,3.9,3.6,3.3,213.0,4.7,4.4,4.3,0.0,17,2,1,1,0.0
2018-01-02 18:00:00,1212.0,0.0,95.0,0.0,0.0,2.5,3.2,3.5,3.2,2.9,204.0,4.4,3.6,3.7,0.0,18,2,1,1,0.0
2018-01-02 19:00:00,380.8,0.0,97.0,0.0,0.0,2.4,2.8,3.3,2.9,2.6,176.0,3.9,3.9,3.4,0.0,19,2,1,1,0.0
2018-01-02 20:00:00,262.4,0.0,97.0,0.0,0.0,2.9,3.3,3.3,3.0,2.8,176.0,4.4,4.0,4.0,0.0,20,2,1,1,0.0
2018-01-02 21:00:00,394.4,0.0,96.0,0.0,0.0,3.0,3.6,3.7,3.5,3.2,182.0,4.6,4.6,3.9,0.0,21,2,1,1,0.0
2018-01-02 22:00:00,172.8,0.0,95.0,0.0,0.0,3.0,3.7,3.8,3.7,3.5,168.0,5.2,5.1,4.8,0.0,22,2,1,1,0.0
2018-01-02 23:00:00,0.0,0.0,95.0,0.0,0.0,2.8,3.6,3.8,3.6,3.5,158.0,6.3,5.9,5.7,0.0,23,2,1,1,0.0
2018-01-03 00:00:00,0.0,0.0,95.0,0.0,0.0,2.6,3.4,3.6,3.5,3.3,143.0,6.9,6.3,6.0,0.0,0,3,2,1,0.0
2018-01-03 01:00:00,0.0,0.0,95.0,0.0,0.0,2.8,3.5,3.6,3.5,3.3,140.0,8.2,8.1,7.4,0.0,1,3,2,1,0.0
2018-01-03 02:00:00,0.0,0.0,97.0,0.0,0.0,2.8,3.2,3.5,3.3,3.1,138.0,9.2,8.4,8.4,0.0,2,3,2,1,0.0
2018-01-03 03:00:00,0.0,0.0,94.0,0.0,0.0,2.0,2.8,3.3,3.0,2.8,141.0,11.0,9.6,9.7,0.0,3,3,2,1,0.0
2018-01-03 04:00:00,0.0,0.0,96.0,0.0,0.0,1.9,2.5,2.8,2.6,2.4,138.0,11.3,9.9,10.3,0.0,4,3,2,1,0.0
2018-01-03 05:00:00,0.0,0.0,95.0,6.0,0.6,1.2,1.9,2.7,2.4,2.0,144.0,11.9,11.5,11.0,0.0,5,3,2,1,0.0
2018-01-03 06:00:00,0.0,0.0,97.0,10.0,1.0,1.0,1.5,2.0,1.6,1.4,132.0,12.0,9.1,9.8,0.0,6,3,2,1,0.0
2018-01-03 07:00:00,0.0,0.0,99.0,26.0,2.6,0.1,0.3,1.6,0.7,0.1,132.0,9.4,9.1,8.2,0.0,7,3,2,1,0.0
2018-01-03 08:00:00,1000.0,0.0,99.0,19.0,1.9,-0.1,0.1,0.5,0.3,0.0,132.0,9.4,9.1,8.2,0.0,8,3,2,1,0.0
2018-01-03 09:00:00,1840.8,0.0,99.0,21.0,2.0,0.0,0.1,0.4,0.1,-0.1,124.0,5.0,4.6,4.7,0.0,9,3,2,1,0.0
2018-01-03 10:00:00,907.2,0.0,99.0,20.0,2.0,1.0,1.1,1.2,0.6,0.1,111.0,5.5,3.8,4.5,0.0,10,3,2,1,0.0
2018-01-03 11:00:00,1054.4,0.0,100.0,0.0,0.0,1.8,1.8,1.9,1.6,1.1,94.0,3.9,1.6,2.5,0.0,11,3,2,1,0.0
2018-01-03 12:00:00,2714.8,0.0,100.0,0.0,0.0,2.6,2.6,2.6,2.1,1.7,54.0,1.7,1.5,1.2,0.0,12,3,2,1,0.0
2018-01-03 13:00:00,3552.8,0.0,100.0,0.0,0.0,2.7,2.8,3.0,2.8,2.4,156.0,1.6,0.4,0.9,46.0,13,3,2,1,0.0
2018-01-03 14:00:00,2176.8,0.0,100.0,0.0,0.0,3.6,3.7,3.9,3.2,2.6,196.0,2.1,1.5,1.5,18.5,14,3,2,1,0.0
2018-01-03 15:00:00,2020.0,0.0,99.0,0.0,0.0,3.4,3.5,3.7,3.4,3.0,219.0,2.4,2.3,1.5,0.0,15,3,2,1,0.0
2018-01-03 16:00:00,1588.0,0.0,97.0,0.0,0.0,3.1,3.6,3.9,3.6,3.3,210.0,3.0,2.8,2.8,0.0,16,3,2,1,0.0
2018-01-03 17:00:00,1023.2,0.0,98.0,0.0,0.0,3.1,3.4,3.8,3.5,3.3,238.0,3.3,2.0,2.6,0.0,17,3,2,1,0.0
2018-01-03 18:00:00,2396.0,0.0,98.0,0.0,0.0,2.9,3.2,3.6,3.3,3.0,233.0,3.2,1.8,2.4,0.0,18,3,2,1,0.0
2018-01-03 19:00:00,588.8,0.0,98.0,0.0,0.0,3.0,3.3,3.3,3.1,2.9,216.0,3.1,2.8,2.5,0.0,19,3,2,1,0.0
2018-01-03 20:00:00,916.8,0.0,98.0,0.0,0.0,2.8,3.0,3.4,3.1,2.9,222.0,2.9,2.6,2.7,0.0,20,3,2,1,0.0
2018-01-03 21:00:00,771.2,0.0,99.0,0.0,0.0,2.5,2.6,3.0,2.8,2.5,209.0,2.6,1.4,1.5,0.0,21,3,2,1,0.0
2018-01-03 22:00:00,116.0,0.0,100.0,0.0,0.0,2.5,2.6,2.8,2.6,2.4,179.0,2.3,1.5,1.8,0.0,22,3,2,1,0.0
2018-01-03 23:00:00,0.0,0.0,100.0,0.0,0.0,2.9,2.9,2.9,2.7,2.5,224.0,1.5,1.3,1.3,0.0,23,3,2,1,0.0
2018-01-04 00:00:00,0.0,0.0,100.0,5.0,0.4,0.1,0.2,3.0,2.2,0.1,324.0,4.3,3.5,2.4,0.0,0,4,3,1,0.0
2018-01-04 01:00:00,0.0,0.0,100.0,0.0,0.0,-0.2,-0.2,0.2,-0.1,-0.3,324.0,3.5,3.5,2.4,0.0,1,4,3,1,0.0
2018-01-04 02:00:00,0.0,0.0,100.0,0.0,0.0,0.6,0.6,0.6,0.1,-0.2,298.0,4.0,2.7,2.7,0.0,2,4,3,1,0.0
2018-01-04 03:00:00,0.0,0.0,100.0,0.0,0.0,1.3,1.3,1.4,1.0,0.5,283.0,3.1,2.6,2.6,0.0,3,4,3,1,0.0
2018-01-04 04:00:00,0.0,0.0,99.0,0.0,0.0,1.7,1.8,1.9,1.6,1.2,271.0,3.1,2.9,2.7,0.0,4,4,3,1,0.0
2018-01-04 05:00:00,0.0,0.0,98.0,0.0,0.0,1.9,2.3,2.4,2.1,1.8,275.0,3.5,3.4,3.1,0.0,5,4,3,1,0.0
2018-01-04 06:00:00,0.0,0.0,97.0,0.0,0.0,1.9,2.4,2.5,2.4,2.2,274.0,3.8,3.4,3.4,0.0,6,4,3,1,0.0
2018-01-04 07:00:00,163.2,0.0,95.0,2.0,0.1,1.8,2.5,2.5,2.4,2.3,272.0,4.0,3.2,3.4,0.0,7,4,3,1,0.0
2018-01-04 08:00:00,1452.8,0.0,93.0,0.0,0.0,1.6,2.7,2.7,2.5,2.3,258.0,3.8,3.7,3.4,4.5,8,4,3,1,0.0
2018-01-04 09:00:00,803.2,0.0,92.0,0.0,0.0,1.7,2.8,2.9,2.7,2.5,258.0,4.7,4.2,4.1,57.0,9,4,3,1,0.0
2018-01-04 10:00:00,620.8,0.0,87.0,0.0,0.0,1.3,3.4,3.6,3.2,2.7,261.0,5.6,4.8,4.9,60.0,10,4,3,1,0.0
2018-01-04 11:00:00,1592.0,0.0,85.0,0.0,0.0,1.2,3.4,3.6,3.4,3.2,251.0,5.4,5.4,4.8,55.0,11,4,3,1,0.0
2018-01-04 12:00:00,3502.2,0.0,86.0,0.0,0.0,1.2,3.3,3.6,3.4,3.2,254.0,5.6,4.2,4.4,44.0,12,4,3,1,0.0
2018-01-04 13:00:00,3378.4,0.0,85.0,0.0,0.0,1.1,3.3,3.5,3.4,3.3,252.0,4.9,4.9,4.3,46.5,13,4,3,1,0.0
2018-01-04 14:00:00,2908.0,0.0,90.0,0.0,0.0,1.5,2.9,3.5,3.1,2.9,253.0,5.1,4.3,4.3,18.5,14,4,3,1,0.0
2018-01-04 15:00:00,2000.0,0.0,94.0,0.0,0.0,1.8,2.7,3.0,2.7,2.5,257.0,4.6,4.1,4.1,0.0,15,4,3,1,0.0
2018-01-04 16:00:00,392.8,0.0,95.0,0.0,0.0,1.8,2.5,2.8,2.6,2.5,260.0,4.4,3.4,3.8,0.0,16,4,3,1,0.0
2018-01-04 17:00:00,2656.8,0.0,97.0,0.0,0.0,1.9,2.4,2.6,2.5,2.4,252.0,3.5,2.1,2.6,0.0,17,4,3,1,0.0
2018-01-04 18:00:00,2766.4,0.0,97.0,0.0,0.0,2.0,2.5,2.5,2.4,2.2,267.0,2.4,1.3,1.9,0.0,18,4,3,1,0.0
2018-01-04 19:00:00,962.4,0.0,98.0,0.0,0.0,2.0,2.3,2.5,2.3,2.2,239.0,1.8,1.0,1.5,0.0,19,4,3,1,0.0
2018-01-04 20:00:00,1178.4,0.0,97.0,0.0,0.0,1.8,2.2,2.4,2.2,2.1,230.0,2.2,1.5,1.8,0.0,20,4,3,1,0.0
2018-01-04 21:00:00,406.4,0.0,98.0,0.0,0.0,1.7,2.0,2.3,2.1,1.9,288.0,1.5,0.4,0.7,0.0,21,4,3,1,0.0
2018-01-04 22:00:00,0.0,0.0,98.0,0.0,0.0,1.6,1.9,2.2,2.0,1.9,223.0,0.8,0.5,0.5,0.0,22,4,3,1,0.0
2018-01-04 23:00:00,2534.4,0.0,98.0,0.0,0.0,1.6,1.8,2.0,1.8,1.7,359.0,1.1,1.1,0.6,0.0,23,4,3,1,0.0
2018-01-05 00:00:00,560.8,0.0,99.0,0.0,0.0,1.8,2.0,2.0,1.8,1.6,17.0,1.2,1.2,1.0,0.0,0,5,4,1,0.0
2018-01-05 01:00:00,0.0,0.0,99.0,0.0,0.0,1.8,1.9,2.0,1.9,1.7,6.0,1.4,1.4,1.1,0.0,1,5,4,1,0.0
2018-01-05 02:00:00,0.0,0.0,98.0,0.0,0.0,1.8,2.0,2.1,2.0,1.8,32.0,2.6,2.6,1.9,0.0,2,5,4,1,0.0
2018-01-05 03:00:00,0.0,0.0,97.0,0.0,0.0,1.8,2.2,2.2,2.1,2.0,27.0,3.0,2.0,2.5,0.0,3,5,4,1,0.0
2018-01-05 04:00:00,0.0,0.0,97.0,0.0,0.0,1.7,2.1,2.2,2.1,2.0,341.0,1.9,1.2,1.5,0.0,4,5,4,1,0.0
2018-01-05 05:00:00,0.0,0.0,98.0,0.0,0.0,1.9,2.2,2.2,2.1,2.0,352.0,3.1,1.7,1.9,0.0,5,5,4,1,0.0
2018-01-05 06:00:00,0.0,0.0,99.0,0.0,0.0,1.6,1.8,2.2,2.0,1.8,338.0,1.8,1.5,1.4,0.0,6,5,4,1,0.0
2018-01-05 07:00:00,281.6,0.0,96.0,0.0,0.0,0.9,1.5,1.9,1.6,1.4,334.0,2.2,1.7,1.9,0.0,7,5,4,1,0.0
2018-01-05 08:00:00,1528.8,0.0,94.0,0.0,0.0,0.8,1.6,1.6,1.4,1.1,332.0,2.2,1.8,2.0,0.0,8,5,4,1,0.0
2018-01-05 09:00:00,557.6,0.0,92.0,0.0,0.0,0.6,1.8,1.9,1.7,1.5,295.0,2.8,2.2,2.4,0.0,9,5,4,1,0.0
2018-01-05 10:00:00,1824.8,0.0,89.0,0.0,0.0,0.3,1.9,2.0,1.8,1.7,304.0,2.5,2.3,2.1,0.0,10,5,4,1,0.0
2018-01-05 11:00:00,2080.8,0.0,83.0,0.0,0.0,-0.7,2.0,2.1,1.9,1.8,296.0,2.6,2.4,2.1,0.0,11,5,4,1,0.0
2018-01-05 12:00:00,4491.2,0.0,82.0,0.0,0.0,-0.8,2.0,2.1,2.0,1.8,310.0,3.0,2.3,2.4,16.0,12,5,4,1,0.0
2018-01-05 13:00:00,3939.2,0.0,89.0,0.0,0.0,0.3,2.0,2.1,1.9,1.8,307.0,2.6,1.8,1.9,0.0,13,5,4,1,0.0
2018-01-05 14:00:00,2658.0,0.0,89.0,0.0,0.0,0.4,2.0,2.1,2.0,1.8,280.0,2.3,2.0,1.8,0.0,14,5,4,1,0.0
2018-01-05 15:00:00,3014.4,0.0,87.0,0.0,0.0,0.0,1.9,2.0,1.9,1.8,317.0,2.7,2.7,2.1,0.0,15,5,4,1,0.0
2018-01-05 16:00:00,2072.0,0.0,93.0,0.0,0.0,-0.8,0.3,2.0,1.3,0.3,252.0,2.7,0.9,1.1,0.0,16,5,4,1,0.0
2018-01-05 17:00:00,3510.4,0.0,93.0,0.0,0.0,0.2,1.1,1.1,0.7,0.2,268.0,1.8,0.7,1.1,0.0,17,5,4,1,0.0
2018-01-05 18:00:00,4126.16,0.0,95.0,0.0,0.0,0.8,1.6,1.7,1.3,1.0,222.0,2.1,2.1,1.8,0.0,18,5,4,1,0.0
2018-01-05 19:00:00,4054.4,0.0,95.0,0.0,0.0,0.8,1.6,1.7,1.6,1.4,287.0,2.3,1.2,1.6,0.0,19,5,4,1,0.0
2018-01-05 20:00:00,3816.0,0.0,96.0,0.0,0.0,0.0,0.6,1.6,1.2,0.5,332.0,1.5,1.2,1.0,0.0,20,5,4,1,0.0
2018-01-05 21:00:00,4740.8,0.0,98.0,0.0,0.0,-0.2,0.1,0.6,0.0,-0.2,313.0,1.8,1.1,1.5,0.0,21,5,4,1,0.0
2018-01-05 22:00:00,1810.4,0.0,99.0,0.0,0.0,-1.4,-1.2,0.1,-0.7,-1.2,339.0,2.1,1.0,1.4,0.0,22,5,4,1,0.0
2018-01-05 23:00:00,2191.2,0.0,100.0,0.0,0.0,-0.3,-0.3,0.0,-0.4,-1.2,295.0,1.4,0.9,1.1,0.0,23,5,4,1,0.0
2018-01-06 00:00:00,628.0,0.0,100.0,0.0,0.0,-0.7,-0.7,-0.2,-0.5,-0.8,285.0,1.5,1.0,1.1,0.0,0,6,5,1,1.0
2018-01-06 01:00:00,0.0,0.0,100.0,0.0,0.0,-1.2,-1.2,-0.5,-0.9,-1.3,308.0,1.3,1.3,1.1,0.0,1,6,5,1,1.0
2018-01-06 02:00:00,0.0,0.0,100.0,0.0,0.0,-1.3,-1.3,-1.1,-1.3,-1.6,272.0,1.3,1.2,1.0,0.0,2,6,5,1,1.0
2018-01-06 03:00:00,0.0,0.0,100.0,0.0,0.0,-1.6,-1.6,-1.2,-1.5,-1.6,291.0,1.8,1.0,1.3,0.0,3,6,5,1,1.0
2018-01-06 04:00:00,0.0,0.0,100.0,0.0,0.0,-1.2,-1.2,-1.1,-1.4,-1.6,316.0,1.4,1.1,1.2,0.0,4,6,5,1,1.0
2018-01-06 05:00:00,0.0,0.0,100.0,0.0,0.0,-0.7,-0.7,-0.6,-0.9,-1.2,331.0,1.2,0.6,0.8,0.0,5,6,5,1,1.0
2018-01-06 06:00:00,0.0,0.0,100.0,0.0,0.0,-0.6,-0.6,-0.4,-0.5,-0.7,317.0,1.3,1.3,1.0,0.0,6,6,5,1,1.0
2018-01-06 07:00:00,259.2,0.0,100.0,0.0,0.0,-0.3,-0.3,-0.3,-0.5,-0.7,310.0,1.8,1.2,1.2,0.0,7,6,5,1,1.0
2018-01-06 08:00:00,1605.6,0.0,100.0,0.0,0.0,0.0,0.0,0.1,-0.2,-0.4,332.0,2.6,2.6,2.2,0.0,8,6,5,1,1.0
2018-01-06 09:00:00,976.0,0.0,99.0,0.0,0.0,-0.1,0.1,0.1,-0.1,-0.3,3.0,2.8,1.5,2.1,0.0,9,6,5,1,1.0
2018-01-06 10:00:00,4378.2,0.0,92.0,0.0,0.0,-0.9,0.3,0.6,0.4,0.1,345.0,3.2,2.6,2.5,18.0,10,6,5,1,1.0
2018-01-06 11:00:00,7203.2,0.0,83.0,0.0,0.0,-1.4,1.1,1.2,0.7,0.2,348.0,3.8,2.9,3.0,39.0,11,6,5,1,1.0
2018-01-06 12:00:00,10743.2,0.0,80.0,0.0,0.0,-2.4,0.7,1.2,1.0,0.6,358.0,3.7,3.0,3.2,11.0,12,6,5,1,1.0
2018-01-06 13:00:00,10853.0,0.0,75.0,0.0,0.0,-3.2,0.7,1.1,0.9,0.6,354.0,3.9,3.7,3.3,58.0,13,6,5,1,1.0
2018-01-06 14:00:00,8467.2,0.0,80.0,0.0,0.0,-3.8,-0.8,0.7,-0.1,-0.8,339.0,3.7,2.5,2.6,21.5,14,6,5,1,1.0
2018-01-06 15:00:00,6055.2,0.0,81.0,0.0,0.0,-4.0,-1.2,-0.7,-1.0,-1.2,342.0,3.1,2.5,2.6,0.0,15,6,5,1,1.0
2018-01-06 16:00:00,3200.8,0.0,85.0,0.0,0.0,-3.6,-1.5,-1.1,-1.4,-1.6,332.0,2.7,2.6,2.5,0.0,16,6,5,1,1.0
2018-01-06 17:00:00,2526.4,0.0,86.0,0.0,0.0,-3.7,-1.6,-1.3,-1.5,-1.6,338.0,3.2,2.7,2.9,0.0,17,6,5,1,1.0
2018-01-06 18:00:00,4700.6,0.0,84.0,0.0,0.0,-4.2,-1.9,-1.5,-1.7,-1.9,327.0,3.0,2.1,2.4,0.0,18,6,5,1,1.0
2018-01-06 19:00:00,3835.0,0.0,85.0,0.0,0.0,-4.4,-2.3,-1.8,-2.2,-2.4,336.0,2.5,2.5,2.2,0.0,19,6,5,1,1.0
2018-01-06 20:00:00,2753.6,0.0,85.0,0.0,0.0,-4.6,-2.4,-2.1,-2.3,-2.5,343.0,2.9,2.2,2.5,0.0,20,6,5,1,1.0
2018-01-06 21:00:00,2959.2,0.0,85.0,0.0,0.0,-5.0,-2.9,-2.3,-2.6,-2.9,345.0,2.3,2.0,2.2,0.0,21,6,5,1,1.0
2018-01-06 22:00:00,2228.8,0.0,84.0,0.0,0.0,-5.3,-2.9,-2.7,-2.9,-3.1,344.0,2.6,2.1,2.3,0.0,22,6,5,1,1.0
2018-01-06 23:00:00,0.0,0.0,84.0,0.0,0.0,-5.2,-2.9,-2.8,-2.9,-3.1,289.0,2.1,0.6,1.4,0.0,23,6,5,1,1.0
2018-01-07 00:00:00,0.0,0.0,92.0,0.0,0.0,-5.3,-4.1,-2.9,-3.7,-4.2,257.0,2.4,0.9,1.6,0.0,0,7,6,1,1.0
2018-01-07 01:00:00,0.0,0.0,95.0,0.0,0.0,-6.6,-5.9,-3.9,-5.0,-6.2,313.0,1.9,1.4,1.4,0.0,1,7,6,1,1.0
2018-01-07 02:00:00,0.0,0.0,94.0,0.0,0.0,-7.3,-6.4,-5.3,-5.9,-6.6,347.0,1.7,1.4,1.2,0.0,2,7,6,1,1.0
2018-01-07 03:00:00,0.0,0.0,96.0,0.0,0.0,-6.6,-6.0,-5.5,-6.0,-6.5,222.0,1.4,1.1,0.6,0.0,3,7,6,1,1.0
2018-01-07 04:00:00,0.0,0.0,96.0,0.0,0.0,-7.3,-6.8,-6.0,-6.5,-6.9,243.0,1.4,0.9,1.1,0.0,4,7,6,1,1.0
2018-01-07 05:00:00,0.0,0.0,97.0,0.0,0.0,-6.9,-6.4,-6.5,-7.3,-7.7,291.0,1.6,1.5,1.2,0.0,5,7,6,1,1.0
2018-01-07 06:00:00,0.0,0.0,95.0,0.0,0.0,-7.6,-6.9,-5.8,-6.4,-7.3,275.0,1.8,0.4,0.9,0.0,6,7,6,1,1.0
2018-01-07 07:00:00,0.0,0.0,96.0,0.0,0.0,-8.0,-7.4,-6.9,-7.4,-7.8,263.0,1.3,1.3,1.1,0.0,7,7,6,1,1.0
2018-01-07 08:00:00,397.6,0.0,95.0,0.0,0.0,-6.1,-5.3,-5.4,-6.9,-8.1,252.0,1.3,0.5,0.8,39.5,8,7,6,1,1.0
2018-01-07 09:00:00,648.0,0.0,81.0,0.0,0.0,-4.6,-1.7,-0.5,-2.8,-5.4,247.0,1.2,1.2,0.7,60.0,9,7,6,1,1.0
2018-01-07 10:00:00,1146.4,0.0,74.0,0.0,0.0,-4.2,-0.2,-0.1,-0.8,-1.8,238.0,2.8,2.8,1.8,60.0,10,7,6,1,1.0
2018-01-07 11:00:00,1406.88,0.0,63.0,0.0,0.0,-6.0,0.2,0.4,0.1,-0.2,248.0,3.8,3.3,3.2,60.0,11,7,6,1,1.0
2018-01-07 12:00:00,5003.8,0.0,67.0,0.0,0.0,-4.7,0.7,0.8,0.5,0.2,245.0,3.8,3.1,3.4,60.0,12,7,6,1,1.0
2018-01-07 13:00:00,3973.6,0.0,70.0,0.0,0.0,-4.2,0.6,0.9,0.8,0.6,261.0,3.9,3.1,3.4,60.0,13,7,6,1,1.0
2018-01-07 14:00:00,4039.2,0.0,75.0,0.0,0.0,-4.4,-0.5,0.7,0.2,-0.5,262.0,3.4,2.2,2.7,22.5,14,7,6,1,1.0
2018-01-07 15:00:00,4096.8,0.0,81.0,0.0,0.0,-4.0,-1.2,-0.5,-0.9,-1.3,264.0,2.2,1.9,2.0,0.0,15,7,6,1,1.0
2018-01-07 16:00:00,3160.16,0.0,82.0,0.0,0.0,-4.4,-1.7,-1.1,-1.8,-2.3,263.0,2.0,1.7,1.4,0.0,16,7,6,1,1.0
2018-01-07 17:00:00,1935.2,0.0,84.0,0.0,0.0,-4.3,-2.0,-1.2,-1.7,-2.1,249.0,2.0,1.9,1.9,0.0,17,7,6,1,1.0
2018-01-07 18:00:00,842.4,0.0,88.0,0.0,0.0,-4.1,-2.4,-1.9,-2.2,-2.5,258.0,2.1,1.6,1.9,0.0,18,7,6,1,1.0
2018-01-07 19:00:00,2247.71,0.0,91.0,0.0,0.0,-4.0,-2.7,-2.3,-2.6,-2.8,264.0,1.7,1.6,1.5,0.0,19,7,6,1,1.0
2018-01-07 20:00:00,738.4,0.0,91.0,0.0,0.0,-3.9,-2.7,-2.6,-2.8,-3.3,261.0,2.0,2.0,1.6,0.0,20,7,6,1,1.0
2018-01-07 21:00:00,105.6,0.0,94.0,0.0,0.0,-4.3,-3.5,-2.5,-3.1,-3.6,272.0,2.0,1.1,1.3,0.0,21,7,6,1,1.0
2018-01-07 22:00:00,0.0,0.0,89.0,0.0,0.0,-3.9,-2.4,-2.3,-2.8,-3.5,273.0,2.3,1.9,1.9,0.0,22,7,6,1,1.0
2018-01-07 23:00:00,0.0,0.0,90.0,0.0,0.0,-3.4,-2.0,-2.0,-2.3,-2.7,262.0,2.8,2.2,2.1,0.0,23,7,6,1,1.0
2018-01-08 00:00:00,0.0,0.0,92.0,0.0,0.0,-3.4,-2.3,-1.8,-2.0,-2.2,271.0,3.0,2.3,2.4,0.0,0,8,0,1,0.0
2018-01-08 01:00:00,0.0,0.0,92.0,0.0,0.0,-3.3,-2.2,-2.1,-2.3,-2.6,266.0,2.8,2.6,2.5,0.0,1,8,0,1,0.0
2018-01-08 02:00:00,0.0,0.0,94.0,0.0,0.0,-3.5,-2.6,-2.0,-2.2,-2.7,279.0,3.0,2.3,2.5,0.0,2,8,0,1,0.0
2018-01-08 03:00:00,0.0,0.0,93.0,0.0,0.0,-3.3,-2.3,-2.3,-2.6,-2.9,264.0,2.5,2.5,2.2,0.0,3,8,0,1,0.0
2018-01-08 04:00:00,0.0,0.0,95.0,0.0,0.0,-3.6,-2.8,-2.3,-2.5,-2.9,284.0,2.6,2.4,2.4,0.0,4,8,0,1,0.0
2018-01-08 05:00:00,0.0,0.0,94.0,0.0,0.0,-3.4,-2.6,-2.5,-2.7,-3.0,262.0,2.7,2.4,2.4,0.0,5,8,0,1,0.0
2018-01-08 06:00:00,0.0,0.0,95.0,0.0,0.0,-3.2,-2.5,-2.3,-2.5,-2.7,267.0,2.6,2.2,2.2,0.0,6,8,0,1,0.0
2018-01-08 07:00:00,0.0,0.0,96.0,0.0,0.0,-3.6,-3.1,-2.3,-2.6,-3.1,286.0,2.7,1.6,2.1,0.0,7,8,0,1,0.0
2018-01-08 08:00:00,722.4,0.0,92.0,0.0,0.0,-3.1,-2.0,-1.9,-2.3,-3.1,277.0,2.5,1.9,2.1,41.5,8,8,0,1,0.0
2018-01-08 09:00:00,670.4,0.0,86.0,0.0,0.0,-2.5,-0.5,-0.5,-1.3,-2.0,282.0,2.0,0.8,1.4,60.0,9,8,0,1,0.0
2018-01-08 10:00:00,1066.4,0.0,84.0,0.0,0.0,-2.0,0.4,0.5,-0.1,-0.5,241.0,1.8,1.2,1.3,60.0,10,8,0,1,0.0
2018-01-08 11:00:00,1280.0,0.0,80.0,0.0,0.0,-2.0,1.0,1.2,0.9,0.4,258.0,1.7,1.6,1.3,60.0,11,8,0,1,0.0
2018-01-08 12:00:00,1748.0,0.0,77.0,0.0,0.0,-1.1,2.5,2.8,1.8,1.0,296.0,1.6,0.7,0.9,60.0,12,8,0,1,0.0
2018-01-08 13:00:00,3637.6,0.0,74.0,0.0,0.0,-1.7,2.4,2.8,2.5,2.3,14.0,1.5,0.8,1.1,60.0,13,8,0,1,0.0
